CGGTTS GPS DATA FORMAT VERSION = 01
REV DATE = 2004-02018
RECV = Freqtime remote calibration receiver  ver.1.26TCXO
CH = 12
IMS = 2581475
LAB = ID0077
X = -1837358.52m
Y = +6069701.98m
Z = -679398.12m
FRAME = WGS-84
COMMENT = BMKG2
INT DLY =        0.0 ns
CAB DLY =      600.0 ns
REF DLY =        5.0 ns
REF = EXTERNAL
CKSUM = AA

PRN CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFGPS    SRGPS  DSG IOE MDTR SMDT MDIO SMDI CK
 28 FF 60369 174600  780 150 2141   +11465776   -228      -13212    -98  190  48  305 -125  121  -16 95
 18 FF 60369 174600  780 466 3448   +15647534    -78      -13166     +3   57   5  110  -15   65   -7 2C
 12 FF 60369 174600  780 287 1339   +14814290    -46      -13123    -10   66  30  166   -2   90   +0 1C
 24 FF 60369 174600  780 441  358   +14381688    +46      -13071   +104  100  14  114  +15   68   +8 42
 25 FF 60369 174600  780 337 1722    +5086638   +141      -13144   +129  136  50  144   -9   82   -4 4F
 32 FF 60369 174600  780 241 2708   +16126971    +33      -13096    +51  177  93  195   +0   99   +0 42
 29 FF 60369 180200  780 437 2019   +16045875    +18      -13119    +10  129  64  115   +9   68   +4 3C
 28 FF 60369 180200  780 212 2155   +11465862   -367      -13262   -231  267  49  220  -63  105  -14 8F
 23 FF 60369 180200  780 129 3490    +8318536   +277      -13339   +194  182  47  352  -81  126   -8 84
 18 FF 60369 180200  780 546 3434   +15647608   -184      -13166   -106  106   6   98  -10   59   -5 5C
 12 FF 60369 180200  780 292 1258   +14814303    -33      -13150     +2   66  34  163   -2   89   +0 00
 24 FF 60369 180200  780 369  320   +14381652    +65      -13164   +122  112  25  132  +23   77  +10 41
 25 FF 60369 180200  780 363 1646    +5086589    +27      -13159    +15  120  51  135   -9   78   -4 33
 32 FF 60369 180200  780 237 2789   +16126901    +78      -13183    +95  187  94  198   +5  100   +0 59
 29 FF 60369 181800  780 395 1939   +16045847     +7      -13137     -1  136  64  125  +11   73   +5 34
 28 FF 60369 181800  780 275 2180   +11466049    +13      -13202   +145  222  49  173  -37   92  -12 6B
 23 FF 60369 181800  780 162 3546    +8318415     +7      -13354    -76  136  47  284  -61  118   -9 4E
 18 FF 60369 181800  780 628 3403   +15647773   -189      -13078   -113  116   6   90   -6   54   -3 4F
 12 FF 60369 181800  780 296 1174   +14814318    +35      -13142    +71   78  34  161   -1   89   -1 28
 24 FF 60369 181800  780 298  297   +14381649    +36      -13224    +94   89  25  160  +35   88  +13 55
 25 FF 60369 181800  780 391 1566    +5086578    +57      -13159    +46  102  51  126   -8   74   -3 3B
 32 FF 60369 181800  780 228 2869   +16126877   -142      -13195   -126  212  94  205   +9  102   +2 77
 29 FF 60369 183400  780 355 1865   +16045821    +14      -13154     +5  122  64  137  +13   79   +5 39
 28 FF 60369 183400  780 336 2219   +11466190   -185      -13189    -52  165  49  144  -23   82   -9 74
 23 FF 60369 183400  780 200    1    +8318316   +283      -13373   +200  212  47  232  -46  108  -10 2C
 18 FF 60369 183400  780 710 3338   +15647887    -96      -13042    -15   96   6   84   -4   52   -1 1B
 12 FF 60369 183400  780 296 1088   +14814341    +41      -13154    +77   86  34  161   +0   88   +1 25
 24 FF 60369 183400  780 228  285   +14381623    +13      -13304    +70  103  25  204  +59  102  +15 42
  5 FF 60369 183400  780 160  976   +11623264    +72      -13179    +88  108  20  287   +7  118   +0 2D
 25 FF 60369 183400  780 420 1479    +5086586    -26      -13140    -38  170  51  119   -6   70   -3 2C
 32 FF 60369 183400  780 215 2947   +16126901    -15      -13214     +1  223  94  217  +13  105   +3 33
 29 FF 60369 185000  780 318 1795   +16045806    +75      -13187    +65  109  64  151  +15   85   +6 5F
 28 FF 60369 185000  780 395 2274   +11466297    -95      -13237    +38  161  49  125  -15   73   -7 66
 23 FF 60369 185000  780 244   55    +8318253    +55      -13330    -28  105  47  193  -35   99   -9 21
 18 FF 60369 185000  780 787 3171   +15647931    +59      -13047   +138  123   6   81   -1   50   +0 2A
 12 FF 60369 185000  780 293 1002   +14814357    +22      -13200    +59   66  34  163   +3   89   +0 13
  5 FF 60369 185000  780 152 1050   +11623249    +80      -13208    +96  140  20  300  +21  120   +3 1C
 25 FF 60369 185000  780 448 1384    +5086626   +140      -13115   +128  131  51  113   -5   67   -2 40
 32 FF 60369 185000  780 200 3021   +16126853   +273      -13276   +288  284  94  232  +17  108   +3 79
 29 FF 60369 190600  780 284 1728   +16045740   +115      -13217   +105  140  64  167  +17   91   +5 6C
 28 FF 60369 190600  780 448 2348   +11466480   -107      -13181    +25  108  49  113   -9   67   -5 59
 23 FF 60369 190600  780 292  111    +8318174    +68      -13356    -15   62  47  163  -26   89   -9 27
 18 FF 60369 190600  780 830 2656   +15647944     +0      -13137    +79  101   6   80   +0   50   +0 FA
 12 FF 60369 190600  780 284  915   +14814408   -128      -13183    -92  105  34  167   +6   91   +2 3C
 31 FF 60369 190600  780 176 2216   +12265524   -222      -13361   -222  305  21  263  -82  114  -14 7C
  5 FF 60369 190600  780 138 1121   +11623218   -132      -13254   -117  132  20  330  +42  124   +5 47
 25 FF 60369 190600  780 472 1279    +5086577    +12      -13127     +0   61  51  109   -3   65   -2 00
 32 FF 60369 190600  780 184 3094   +16126864   -128      -13280   -112  215  94  251  +20  112   +3 72
 29 FF 60369 192200  780 255 1662   +16045725    +36      -13225    +29  125  64  184  +18   96   +5 56
 28 FF 60369 192200  780 491 2445   +11466657   -124      -13132     +8   94  49  106   -6   63   -3 32
 10 FF 60369 192200  780 130 3452    +9976151   -199      -13448   -197  185  58  350 -125  126  -13 A6
 23 FF 60369 192200  780 344  170    +8318120    +18      -13305    -62   79  47  141  -20   81   -8 0B
 18 FF 60369 192200  780 790 2125   +15648065    -80      -13092     -2   68   6   81   +1   50   +0 EB
 31 FF 60369 192200  780 230 2257   +12265533   -176      -13353   -176  258  21  204  -45  102  -11 82
  5 FF 60369 192200  780 117 1189   +11623163    +72      -13323    +87  104  20  386  +80  130   +7 3C
 25 FF 60369 192200  780 489 1163    +5086578     -2      -13115    -15   53  51  106   -2   63   -1 FF
 32 FF 60369 192200  780 169 3163   +16126846   +172      -13314   +187  249  94  272  +22  116   +3 85
 29 FF 60369 193800  780 230 1596   +16045673    +99      -13266    +90  155  64  203  +19  101   +5 69
 28 FF 60369 193800  780 521 2564   +11466714    -45      -13202    +86  144  49  101   -3   61   -1 35
 10 FF 60369 193800  780 180 3491    +9976254   -175      -13352   -169  177  58  257  -74  113  -13 A2
 23 FF 60369 193800  780 399  234    +8318092    +46      -13253    -35   82  47  124  -14   73   -7 26
 18 FF 60369 193800  780 716 1944   +15648109    +82      -13124   +161  171   6   84   +3   51   +1 29
 31 FF 60369 193800  780 280 2310   +12265645   -140      -13243   -139  246  21  170  -27   91   -9 69
 25 FF 60369 193800  780 496 1040    +5086574    -97      -13107   -108  102  51  105   +0   63   +0 2F
 32 FF 60369 193800  780 156 3231   +16126793   -175      -13383   -160  338  94  293  +20  119   +3 8C
 29 FF 60369 195400  780 209 1529   +16045645     +7      -13294     +8  114  64  222  +19  106   +4 3D
 28 FF 60369 195400  780 533 2699   +11466827   -206      -13193    -70  113  49   99   -1   60   +0 4D
 10 FF 60369 195400  780 236 3527    +9976235   +122      -13358   +139  181  58  199  -47  100  -12 93
 23 FF 60369 195400  780 455  308    +8318043    +42      -13218    -46   70  47  112  -11   67   -6 13
 18 FF 60369 195400  780 637 1861   +15648158    -97      -13152    -17  122   6   89   +6   54   +3 2F
 31 FF 60369 195400  780 325 2376   +12265622    +14      -13262     +9  160  21  148  -17   84   -6 35
 26 FF 60369 195400  780 158 2107    +8138396   -106      -13340    -71  156  39  292 -101  119  -15 8A
 25 FF 60369 195400  780 491  914    +5086532    -14      -13144    -19   52  51  105   +1   63   +0 F7
 29 FF 60369 201000  780 193 1462   +16045607     +7      -13321     -1  116  65  240  +18  110   +3 17
 28 FF 60369 201000  780 528 2837   +11466952    -69      -13222    +63  112  50  100   +1   60   +0 1E
 10 FF 60369 201000  780 296 3562    +9976298   -101      -13324    -94   97  81  161  -32   89  -11 5B
 23 FF 60369 201000  780 510  397    +8318015    +11      -13192    -73   79  48  103   -8   61   -4 F7
 18 FF 60369 201000  780 561 1807   +15648228   -128      -13158    -50  131   7   96   +8   58   +5 2E
 31 FF 60369 201000  780 362 2456   +12265553   +130      -13333   +132  187  76  135  -10   78   -4 5C
 26 FF 60369 201000  780 215 2086    +8138439    -14      -13341    +29  113  40  217  -58  105  -13 4A
 25 FF 60369 201000  780 472  794    +5086507    +67      -13182    +55  109  55  109   +4   65   +2 16
 32 FF 60369 201000  780 141 3363   +16126779    -83      -13407    -66  236  98  323   +8  123   +0 47
 29 FF 60369 202600  780 179 1394   +16045556   +197      -13364   +189  194  65  257  +16  113   +3 98
 28 FF 60369 202600  780 506 2965   +11467055   -129      -13246     +3   66  50  103   +4   62   +2 1D
 10 FF 60369 202600  780 362 3595    +9976335    +11      -13294    +17   67  81  135  -22   78  -10 41
 23 FF 60369 202600  780 560  510    +8317957    +90      -13171     +5   63  48   96   -5   58   -3 E7
 18 FF 60369 202600  780 487 1764   +15648229     +6      -13233    +83  137   7  106  +12   63   +6 2C
 31 FF 60369 202600  780 389 2549   +12265590    -16      -13298    -14  100  76  127   -6   74   -2 41
 26 FF 60369 202600  780 277 2071    +8138504    +19      -13317    +62  127  40  172  -37   92  -12 45
 32 FF 60369 202600  780 139 3427   +16126764    -25      -13463    -11  154  98  326   -2  124   -1 46
 29 FF 60369 204200  780 169 1324   +16045566    -23      -13345    -33   74  65  272  +14  132  +33 56
 28 FF 60369 204200  780 473 3078   +11467111    -81      -13318    +50  126  50  108   +6   65   +3 2A
 10 FF 60369 204200  780 432   29    +9976391    -39      -13243    -34   60  81  117  -16   69   -8 0E
 23 FF 60369 204200  780 598  654    +8317869    +13      -13180    -70   92  48   92   -2   56   -1 01
 18 FF 60369 204200  780 418 1724   +15648237    +20      -13302   +100  112   7  119  +16   70   +8 2F
 31 FF 60369 204200  780 405 2651   +12265573     +9      -13316    +11  134  76  123   -2   72   -1 0D
 26 FF 60369 204200  780 343 2064    +8138579   -233      -13255   -192  211  40  142  -25   81  -10 62
 32 FF 60369 204200  780 143 3491   +16126791    -35      -13453    -20  112  98  319  -13  123   -1 4D
 29 FF 60369 205800  780 161 1254   +16045494    +18      -13408     +7   89  65  285  +12  164  +33 55
 28 FF 60369 205800  780 432 3175   +11467227    -33      -13330   +100  158  50  116   +9   69   +5 42
 10 FF 60369 205800  780 506   66    +9976429    -36      -13211    -30   78  81  103  -11   62   -4 02
 23 FF 60369 205800  780 617  826    +8317845    +12      -13124    -70   88  48   91   -1   57   +9 02
 18 FF 60369 205800  780 353 1686   +15648290    +30      -13326   +110  161   7  138  +21   83  +28 59
 31 FF 60369 205800  780 407 2758   +12265582    -56      -13308    -55  123  76  122   +1   72   +0 34
 26 FF 60369 205800  780 412 2065    +8138645     +6      -13259    +50   87  40  121  -17   71   -8 17
 32 FF 60369 205800  780 151 3554   +16126837    -38      -13422    -23   86  98  302  -21  120   -2 45
 29 FF 60369 211400  780 154 1182   +16045434    +57      -13460    +48   82  65  296  +11  196  +33 5F
 28 FF 60369 211400  780 387 3259   +11467327   -119      -13358    +14   81  50  127  +12   77  +20 5E
 10 FF 60369 211400  780 584  112    +9976448     +2      -13197     +8   76  81   94   -8   67   +8 E5
 23 FF 60369 211400  780 611 1006    +8317728    +49      -13137    -32   75  48   91   +1   70  +14 09
 18 FF 60369 211400  780 294 1646   +15648311    +64      -13356   +145  142   7  162  +29  116  +37 6F
 31 FF 60369 211400  780 398 2863   +12265553     +0      -13339     +2  110  76  124   +4   73   +7 07
 26 FF 60369 211400  780 484 2078    +8138720    -84      -13198    -41  123  40  107  -12   73   +7 38
 16 FF 60369 211400  780 170 2098   +13502920    -46      -13332   -130  186  80  272  -95  120   +7 61
 32 FF 60369 211400  780 165   17   +16126825    +72      -13448    +87  104  98  279  -26  130  +31 4D
 29 FF 60369 213000  780 148 1110   +16045384    +38      -13501    +29  117  65  308  +12  228  +34 5C
 28 FF 60369 213000  780 342 3333   +11467387     -7      -13425   +124  149  50  142  +16  102  +28 5E
 10 FF 60369 213000  780 663  180    +9976440   +104      -13209   +110  110  81   87   -5   75   +8 18
 23 FF 60369 213000  780 580 1163    +8317586    +19      -13198    -62   96  48   94   +4   85  +17 2B
 18 FF 60369 213000  780 239 1605   +15648418    -34      -13378    +46  101   7  196  +41  156  +45 61
 31 FF 60369 213000  780 380 2964   +12265556    -36      -13335    -35  130  76  129   +6   91  +21 45
 26 FF 60369 213000  780 559 2107    +8138741     +2      -13245    +45  131  40   96   -8   79   +6 04
 16 FF 60369 213000  780 231 2092   +13502759   +111      -13411    +27  143  80  203  -54  130   +7 48
 32 FF 60369 213000  780 184   80   +16126801    -72      -13462    -56  104  98  252  -28  157  +25 47
 28 FF 60369 214600  780 298 3400   +11467488   -123      -13452     +9   80  50  160  +21  132  +33 52
 10 FF 60369 214600  780 740  307    +9976478    +26      -13178    +33   60  81   83   -3   84   +9 02
 23 FF 60369 214600  780 532 1282    +8317481   +172      -13249    +89   98  48  100   +7  104  +21 4B
 27 FF 60369 214600  780 113 2184   +10068641   -192      -13517   -161  240  51  400  -91  176  +28 88
 18 FF 60369 214600  780 189 1561   +15648334   -131      -13512    -49  127   7  244  +60  203  +52 6D
 31 FF 60369 214600  780 354 3058   +12265482    +96      -13411    +98  123  76  137   +9  113  +24 5E
 26 FF 60369 214600  780 633 2166    +8138810    -80      -13191    -38   94  40   89   -5   86   +7 18
 16 FF 60369 214600  780 296 2094   +13502662   +125      -13426    +40  121  80  161  -34  135   +3 59
 32 FF 60369 214600  780 207  144   +16126792    -27      -13513    -12  118  98  225  -26  180  +20 53
 29 FF 60369 220200  780 133  963   +16045349    +28      -13518    +19   85  66  340  +23  296  +37 57
 28 FF 60369 220200  780 257 3464   +11467548    -60      -13525    +71  141  51  183  +26  167  +39 74
 10 FF 60369 220200  780 799  612    +9976489    -63      -13173    -56   73  82   81   +0   94  +11 17
 23 FF 60369 220200  780 472 1367    +8317356   +212      -13324   +128  143  49  109  +11  127  +27 72
 27 FF 60369 220200  780 141 2129   +10068639   +142      -13547   +172  232  52  323  -69  200  +21 7C
 18 FF 60369 220200  780 145 1515   +15648334    -12      -13583    +68  127   8  315  +91  257  +59 66
 31 FF 60369 220200  780 325 3144   +12265408   +108      -13482   +109  144  77  148  +12  138  +28 85
 26 FF 60369 220200  780 702 2282    +8138858   -182      -13208   -140  137  50   85   -3   94   +8 3E
 16 FF 60369 220200  780 364 2107   +13502633    +67      -13374    -18  118  82  135  -22  137   +1 4B
 32 FF 60369 220200  780 234  209   +16126776     +8      -13546    +25   75  99  200  -24  196  +14 39
 28 FF 60369 221800  780 220 3525   +11467665   -113      -13535    +17  135  51  212  +33  207  +44 70
 10 FF 60369 221800  780 796 1132    +9976486    -27      -13181    -22   91  82   81   +0  105  +12 28
 23 FF 60369 221800  780 407 1424    +8317193   +239      -13380   +154  164  49  122  +17  158  +35 81
 27 FF 60369 221800  780 174 2076   +10068648    +35      -13540    +66  164  52  265  -53  217  +14 72
 31 FF 60369 221800  780 293 3224   +12265403    -54      -13489    -52  135  77  162  +16  168  +32 70
 26 FF 60369 221800  780 755 2511    +8138884   -127      -13223    -84   97  50   82   -1  103  +10 3A
 16 FF 60369 221800  780 433 2133   +13502583     +4      -13343    -79  112  82  116  -15  137   +0 36
 32 FF 60369 221800  780 265  276   +16126818    -37      -13519    -22   46  99  178  -20  208   +9 4E
 28 FF 60369 223400  780 187 3585   +11467711    -72      -13616    +58  110  51  247  +39  252  +48 7C
 10 FF 60369 223400  780 735 1417    +9976444    -49      -13228    -44   64  82   83   +3  118  +15 35
 23 FF 60369 223400  780 339 1460    +8317059   +197      -13433   +112  125  49  142  +26  197  +45 83
 27 FF 60369 223400  780 212 2024   +10068680    +32      -13564    +62  133  52  220  -40  227   +7 3F
 31 FF 60369 223400  780 262 3299   +12265357    -94      -13534    -93  286  77  180  +20  201  +37 79
 26 FF 60369 223400  780 767 2873    +8138916    -68      -13206    -25   84  50   82   +0  114  +12 2F
 16 FF 60369 223400  780 502 2179   +13502483   +150      -13386    +64  102  82  104  -10  138   +1 54
 32 FF 60369 223400  780 298  347   +16126863    -84      -13489    -68   74  99  160  -16  216   +6 5C
 28 FF 60369 225000  780 159   45   +11467822   -239      -13608   -106  133  51  287  +45  300  +51 6C
 10 FF 60369 225000  780 657 1526    +9976436     +0      -13242     +6   95  82   87   +5  135  +19 0E
 23 FF 60369 225000  780 272 1482    +8316892   +198      -13521   +115  184  49  174  +40  246  +57 8B
 27 FF 60369 225000  780 255 1974   +10068737   -183      -13536   -153  225  52  185  -31  232   +1 81
 31 FF 60369 225000  780 233 3370   +12265298    -17      -13596    -15  233  77  201  +23  239  +40 66
 26 FF 60369 225000  780 729 3174    +8138931    -60      -13260    -16   81  50   83   +2  127  +14 21
 16 FF 60369 225000  780 569 2253   +13502421    +99      -13338    +10   82  82   95   -7  140   +3 21
 32 FF 60369 225000  780 332  424   +16126926    -43      -13442    -27   66  99  145  -13  220   +4 30
 28 FF 60369 230600  780 136  106   +11467910   -112      -13675    +21  101  51  333  +48  351  +53 57
 10 FF 60369 230600  780 576 1573    +9976383    +46      -13301    +52   90  82   94   +8  157  +26 38
 23 FF 60369 230600  780 206 1492    +8316794    +15      -13513    -66  124  49  225  +69  307  +69 6B
 27 FF 60369 230600  780 303 1925   +10068815    -42      -13488    -10  117  52  158  -24  231   -2 52
 31 FF 60369 230600  780 207 3438   +12265288    +27      -13607    +29  142  77  224  +25  279  +43 75
 26 FF 60369 230600  780 665 3340    +8138948    +13      -13284    +56   79  50   87   +4  143  +18 38
 16 FF 60369 230600  780 627 2371   +13502382    +44      -13268    -41   67  82   90   -4  145   +6 26
 32 FF 60369 230600  780 365  507   +16127021   -102      -13361    -86  166  99  134  -10  224   +3 4D
 10 FF 60369 232200  780 496 1592    +9976366   +151      -13324   +157  206  82  105  +12  186  +34 85
 23 FF 60369 232200  780 142 1492    +8316789    -36      -13461   -120  132  49  319 +139  380  +83 88
 27 FF 60369 232200  780 355 1876   +10068930   -154      -13375   -124  149  52  137  -19  228   -5 8E
 21 FF 60369 232200  780 109 2518    +8655188   +111      -13699   +127  325  38  410  -26  316  +28 87
 31 FF 60369 232200  780 185 3505   +12265299    -66      -13597    -65  117  77  250  +26  322  +45 7D
 26 FF 60369 232200  780 593 3436    +8138935   -113      -13337    -70  112  50   93   +7  163  +24 4B
 16 FF 60369 232200  780 668 2547   +13502321    +40      -13246    -44   96  82   87   -2  152   +8 28
 28 FF 60369 233800  780 107  229   +11468168    -72      -13671    +58  184  51  419  +36  451  +49 74
 10 FF 60369 233800  780 419 1596    +9976335    +68      -13359    +73  152  82  119  +18  224  +44 78
 27 FF 60369 233800  780 413 1826   +10069039   -103      -13323    -71  116  52  121  -14  222   -6 59
 21 FF 60369 233800  780 117 2450    +8655276   -370      -13625   -355  352  38  386  -25  342  +26 91
 31 FF 60369 233800  780 167 3571   +12265299    +17      -13599    +18  105  77  274  +24  366  +45 88
 26 FF 60369 233800  780 520 3501    +8138957    +45      -13331    +88  100  50  101  +10  190  +31 43
 16 FF 60369 233800  780 680 2772   +13502273    +76      -13237     -9  104  82   86   +0  162  +11 35
  8 FF 60369 233800  780 141 2096    +9776889   +125      -13641   -172  285   5  325 -119  351   -6 7B
 10 FF 60369 235400  780 346 1590    +9976303    -10      -13398     -3  127  82  140  +26  271  +54 4B
 27 FF 60369 235400  780 474 1771   +10069081   -123      -13312    -89  111  52  108  -11  215   -6 62
 21 FF 60369 235400  780 125 2381    +8655345   +175      -13566   +183  269  38  361  -26  367  +24 96
 31 FF 60369 235400  780 155   37   +12265368   -190      -13526   -195  186  77  296  +18  408  +42 86
 26 FF 60369 235400  780 449 3551    +8138939    -16      -13412    +18   46  50  113  +14  225  +40 48
 16 FF 60369 235400  780 660 2991   +13502176     -5      -13254    -88  116  82   87   +1  175  +15 43
  8 FF 60369 235400  780 195 2066    +9776807   +278      -13453    -36  134   5  238  -68  341  -13 6A
 32 FF 60369 235400  780 431  808   +16127167   -106      -13263    -86  103  99  117   -1  242  +10 54
