CGGTTS  GENERIC DATA FORMAT VERSION = 2E
REV DATE = 2021-08-06
RCVR = ZED-F9T  ubx_s2 Ver. 2024-01-22
CH = 184
IMS = 99999
LAB = BBPPT
X = -1841427.00 m
Y =  6065411.00 m
Z =  -706844.00 m
FRAME = ITRF
COMMENTS =  Ext 1PPS OK
INT DLY =    0.0 ns
CAB DLY =  400.0 ns
REF DLY =    0.0 ns
REF = EXTERNAL
CKSUM = 32
SAT CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFSYS    SRSYS  DSG IOE MDTR SMDT MDIO SMDI FR HC FRC CK     TM2      STM2   MSEC    CLKB rcvTow   VLOS   ResPR      SRPR 
C13 FF 60377 122600  780 321 3284 +2147483647   -269 +2147483647   -233   11  12  146  +13  314   +5  0  0 B1i F3 -4375140090    -70    -3 +559004    998 -22496        +308   +132
C16 FF 60377 122600  780 391 1588 +2147483647   +302 +2147483647    +72   10  12  124   -5  252  -22  0  0 B1i E3 -4375140090    -70    -3 +559004    998  17230        +474     -2
C30 FF 60377 122600  780 150 1089 +2147483647   +182 +2147483647   +130   39  12  302  +21  372  -18  0  0 B1i 02 -4375140090    -70    -3 +559004    998  -1400        +898    -80
J02 FF 60377 122600  780 507 1451 +2147483647   +151 +2147483647     -6   10  77  101   +3  208   -6  0  0 L1C A3 -4375140090    -70    -3 +559004    998   -154        -270    +83
J03 FF 60377 122600  780 357  421 +2147483647    -23 +2147483647    +93   10  77  133   -6  268  -24  0  0 L1C B7 -4375140090    -70    -3 +559004    998  11799         -37    -29
J04 FF 60377 122600  780 446  407 +2147483647    -90 +2147483647     -4   12  77  111   +2  232   -9  0  0 L1C 8B -4375140090    -70    -3 +559004    998  -2410          +0     +0
J07 FF 60377 122600  780 653  732 +2147483647    +41 +2147483647    +35   12  77   86   +0  183  -10  0  0 L1C A1 -4375140090    -70    -3 +559004    998     -3          +0     +0
R05 FF 60377 122600  780 532  197 +2147483647   -187 +2147483647   -174   35  50   98  +12  202  +12  1  0 L1C E6 -4375140090    -70    -3 +559004    998      0         -96   -591
R06 FF 60377 122600  780 556 2152 +2147483647   +307 +2147483647   +278   17  50   95   -9  197  -27 -4  0 L1C 0B -4375140090    -70    -3 +559004    998      0          +0     +0
R09 FF 60377 122600  780 283 2341 +2147483647    -67 +2147483647    +43   44  50  164  +10  316   -7 -2  0 L1C DE -4375140090    -70    -3 +559004    998      0          +0     +0
R19 FF 60377 122600  780 184  511 +2147483647   +111 +2147483647    +83   41  50  246  -47  356  -52  3  0 L1C E6 -4375140090    -70    -3 +559004    998      0          +0     +0
G05 FF 60377 124200  780 382 3215 +2147483647   -136 +2147483647   -165   22  19  126  +12  260   +7  0  0 L1C E0 -4375140143    -45    -3 +644142    998  -3169        -159   +216
G11 FF 60377 124200  780 163  206 +2147483647   +255 +2147483647   +136   19 136  274  -20  383  -40  0  0 L1C F3 -4375140143    -45    -3 +644142    998  20806        +887    -95
G12 FF 60377 124200  780 398 2784 +2147483647   +150 +2147483647   +118   20  25  122   -6  253  -25  0  0 L1C E5 -4375140143    -45    -3 +644142    998   1223        -182    -70
G13 FF 60377 124200  780 678 1389 +2147483647   +115 +2147483647   +143   16  12   84   -3  170  -15  0  0 L1C D8 -4375140143    -45    -3 +644142    998  20749        -707    -89
G15 FF 60377 124200  780 497 2121 +2147483647   +174 +2147483647   +235   14   5  102  -11  208  -33  0  0 L1C D9 -4375140143    -45    -3 +644142    998   4852        -267   -188
G17 FF 60377 124200  780 222 1301 +2147483647   -245 +2147483647   -283   17  81  205  +43  304   +5  0  0 L1C DA -4375140143    -45    -3 +644142    998  -4165        +627   +332
G19 FF 60377 124200  780 417 1125 +2147483647   -156 +2147483647   -118   16  95  117   +7  221   -4  0  0 L1C D9 -4375140143    -45    -3 +644142    998  -2574        -192   +142
G20 FF 60377 124200  780 228 3597 +2147483647    -88 +2147483647    -91  133   5  201  +37  347  +11  0  0 L1C DD -4375140143    -45    -3 +644142    998 -18104        +593   +149
G22 FF 60377 124200  780 157 1518 +2147483647   -186 +2147483647   -289   27  10  284  +92  345   +9  0  0 L1C FE -4375140143    -45    -3 +644142    998   2288       +1197   +336
G24 FF 60377 124200  780 190 2129 +2147483647     +0 +2147483647     -8   31  86  238  -31  368  -46  0  0 L1C BA -4375140143    -45    -3 +644142    998   2727        +986    +45
E02 FF 60377 124200  780 543 2292 +2147483647   -137 +2147483647   -107   13 477   96   +4  197   -5  0  0 *E1 C3 -4375140143    -45    -3 +644142    998  -1729          +0     +0
E03 FF 60377 124200  780 661 1824 +2147483647   +190 +2147483647   +163   20 475   85   -5  174  -18  0  0 *E1 CE -4375140143    -45    -3 +644142    998  23356        -607   -118
E05 FF 60377 124200  780 510  565 +2147483647    +43 +2147483647    +80   19 477  100   +5  199   -2  0  0 *E1 91 -4375140143    -45    -3 +644142    998  -2193        -492    -37
E08 FF 60377 124200  780 182 2107 +2147483647   +254 +2147483647   +194   21 477  248  -67  373  -63  0  0 *E1 FE -4375140143    -45    -3 +644142    998   5087          +0     +0
E18 FF 60377 124200  780 608  704 +2147483647    +79 +2147483647    -14   18 477   90   -1  179  -13  0  0 *E1 A5 -4375140143    -45    -3 +644142    998   7246          +0     +0
E25 FF 60377 124200  780 301 1626 +2147483647   -169 +2147483647   -162   14 477  155  +22  273   +5  0  0 *E1 DC -4375140143    -45    -3 +644142    998 -10526        +553   +209
E30 FF 60377 124200  780 251 2913 +2147483647   +543 +2147483647   +154   20 476  183  -14  349  -36  0  0 *E1 EF -4375140143    -45    -3 +644142    998  14310          +0     +0
C01 FF 60377 124200  780 456  792 +2147483647    +15 +2147483647    +29   15  12  109   +0  215  -14  0  0 B1i BD -4375140143    -45    -3 +644142    998   -163          +0     +0
C02 FF 60377 124200  780 623 2850 +2147483647   -300 +2147483647    +36   16  12   88   +0  187  -11  0  0 B1i D0 -4375140143    -45    -3 +644142    998   -155        -380     +8
C03 FF 60377 124200  780 802  261 +2147483647   -315 +2147483647    +34   16  12   79   +0  168  -10  0  0 B1i BC -4375140143    -45    -3 +644142    998     54        -576     +8
C04 FF 60377 124200  780 288  832 +2147483647   +419 +2147483647    +59   15  12  161   +0  280  -19  0  0 B1i DE -4375140143    -45    -3 +644142    998    -82        +461    -15
C05 FF 60377 124200  780 346 2752 +2147483647   +628 +2147483647     -3   16  12  137   +0  286  -16  0  0 B1i DD -4375140143    -45    -3 +644142    998     -1        +368    +46
C06 FF 60377 124200  780 410 1657 +2147483647   -219 +2147483647    +41   15  12  119   -5  232  -22  0  0 B1i E1 -4375140143    -45    -3 +644142    998  15754        +421     +3
C07 FF 60377 124200  780 864 3476 +2147483647   +627 +2147483647     -1   16  12   78   +0  167  -10  0  0 B1i D1 -4375140143    -45    -3 +644142    998    230        -585    +45
C08 FF 60377 124200  780 246 3453 +2147483647   +188 +2147483647   -116   20  12  187  +19  347   +1  0  0 B1i 04 -4375140143    -45    -3 +644142    998  -2479        +871   +161
C09 FF 60377 124200  780 367 1810 +2147483647   +643 +2147483647   +105   19  12  130   -4  252  -22  0  0 B1i F4 -4375140143    -45    -3 +644142    998   8410        +608    -61
C10 FF 60377 124200  780 714 3233 +2147483647   +234 +2147483647    +57   16  12   82   -1  175  -12  0  0 B1i CE -4375140143    -45    -3 +644142    998    824        -531    -12
C13 FF 60377 124200  780 292 3302 +2147483647   -298 +2147483647   -261   17  12  160  +15  318   +2  0  0 B1i F7 -4375140143    -45    -3 +644142    998 -17239        +253  -1136
C16 FF 60377 124200  780 410 1564 +2147483647   +327 +2147483647    +97   15  12  119   -5  230  -22  0  0 B1i E6 -4375140143    -45    -3 +644142    998  18730        +424    -53
J02 FF 60377 124200  780 484 1462 +2147483647   +137 +2147483647    -16   14  81  104   +4  203   -6  0  0 L1C BA -4375140143    -45    -3 +644142    998  -4566        -173    +61
J03 FF 60377 124200  780 375  437 +2147483647    -50 +2147483647    +44   16  81  128   -5  245  -24  0  0 L1C B7 -4375140143    -45    -3 +644142    998  11667         -90     -1
J04 FF 60377 124200  780 437  384 +2147483647   -100 +2147483647     +2   14  81  113   +2  222  -10  0  0 L1C 97 -4375140143    -45    -3 +644142    998  -2344          +0     +0
J07 FF 60377 124200  780 653  732 +2147483647    +36 +2147483647    +37   14  81   86   +0  173  -11  0  0 L1C A2 -4375140143    -45    -3 +644142    998     -3          +0     +0
R05 FF 60377 124200  780 443  154 +2147483647   -272 +2147483647   -263   20  52  112  +18  217  +19  1  0 L1C EA -4375140143    -45    -3 +644142    998      0        -422   +309
R06 FF 60377 124200  780 626 2282 +2147483647   +175 +2147483647   +166   29  52   88   -5  175  -19 -4  0 L1C 0A -4375140143    -45    -3 +644142    998      0          +0     +0
R09 FF 60377 124200  780 264 2248 +2147483647   -105 +2147483647    -87   39  52  175  +13  309   -8 -2  0 L1C 02 -4375140143    -45    -3 +644142    998      0          +0     +0
R19 FF 60377 124200  780 219  594 +2147483647   +282 +2147483647   +273   31  52  208  -33  309  -46  3  0 L1C 03 -4375140143    -45    -3 +644142    998      0          +0     +0
G05 FF 60377 125800  780 339 3292 +2147483647   -414 +2147483647   -441   19  19  140  +16  266   +7  0  0 L1C F6 -4375140157    +16    -3 +734319    998  -3468        +197   +428
G11 FF 60377 125800  780 177  273 +2147483647   +236 +2147483647   +115   26 136  253  -23  344  -41  0  0 L1C FB -4375140157    +16    -3 +734319    998  25369        +837   -135
G12 FF 60377 125800  780 414 2682 +2147483647    -51 +2147483647    -78   18  25  118   -3  232  -20  0  0 L1C C8 -4375140157    +16    -3 +734319    998    441        -183    +60
G13 FF 60377 125800  780 718 1169 +2147483647    +66 +2147483647    +87   11  12   82   -1  157  -12  0  0 L1C BB -4375140157    +16    -3 +734319    998  14207        -795   -108
G15 FF 60377 125800  780 567 2168 +2147483647   +148 +2147483647   +205   23   5   93   -8  180  -25  0  0 L1C D6 -4375140157    +16    -3 +734319    998   4107        -462   -212
G17 FF 60377 125800  780 172 1352 +2147483647   -308 +2147483647   -316   24  81  262  +79  309   +4  0  0 L1C F6 -4375140157    +16    -3 +734319    998  -4970        +954   +358
G19 FF 60377 125800  780 380 1216 +2147483647   -182 +2147483647   -144   11  95  127  +12  219   +0  0  0 L1C E7 -4375140157    +16    -3 +734319    998  -3589         -61   +133
G20 FF 60377 125800  780 186   50 +2147483647   -254 +2147483647   -263   25   5  242  +49  355   +5  0  0 L1C BA -4375140157    +16    -3 +734319    998 -11734        +741   +246
G24 FF 60377 125800  780 217 2071 +2147483647   +146 +2147483647   +140   18  86  210  -28  324  -45  0  0 L1C FB -4375140157    +16    -3 +734319    998   3134        +836   -152
G25 FF 60377 125800  780 161 2895 +2147483647    +61 +2147483647    +79   29   0  278  -47  416  -55  0  0 L1C E5 -4375140157    +16   +77 +734319    998  14847        +610    -96
E02 FF 60377 125800  780 511 2200 +2147483647   -101 +2147483647    -70   12 477  100   +5  193   -4  0  0 *E1 9D -4375140157    +16    -3 +734319    998  -2065          +0     +0
E03 FF 60377 125800  780 707 1815 +2147483647     -7 +2147483647    -33    8 475   82   -4  158  -15  0  0 *E1 94 -4375140157    +16    -3 +734319    998  20129        -660    +10
E05 FF 60377 125800  780 470  484 +2147483647    -90 +2147483647    -53   22 477  107   +8  198   +0  0  0 *E1 A2 -4375140157    +16    -3 +734319    998  -2871        -418    +38
E08 FF 60377 125800  780 232 2108 +2147483647   +161 +2147483647   +104   29 477  197  -42  316  -55  0  0 *E1 F8 -4375140157    +16    -3 +734319    998   4992          +0     +0
E18 FF 60377 125800  780 597  912 +2147483647    -53 +2147483647    -97   12 477   90   +3  169   -8  0  0 *E1 A6 -4375140157    +16    -3 +734319    998  -1735          +0     +0
E25 FF 60377 125800  780 256 1596 +2147483647   -212 +2147483647   -205    9 477  180  +28  276   +1  0  0 *E1 DC -4375140157    +16    -3 +734319    998  -4648        +744   +192
E30 FF 60377 125800  780 268 2846 +2147483647   +474 +2147483647    +86   24 476  173   -9  318  -30  0  0 *E1 E7 -4375140157    +16    -3 +734319    998   8969          +0     +0
C01 FF 60377 125800  780 456  792 +2147483647    +22 +2147483647    +39    9  12  109   +0  202  -14  0  0 B1i B2 -4375140157    +16    -3 +734319    998   -158          +0     +0
C02 FF 60377 125800  780 623 2854 +2147483647   -301 +2147483647    +76   10  12   88   +0  177  -11  0  0 B1i D9 -4375140157    +16    -3 +734319    998   -151        -403    -67
C03 FF 60377 125800  780 801  258 +2147483647   -313 +2147483647    +40    8  12   79   +0  158  -10  0  0 B1i B3 -4375140157    +16    -3 +734319    998     50        -588    -39
C04 FF 60377 125800  780 288  832 +2147483647   +400 +2147483647    +65    9  12  161   +0  262  -19  0  0 B1i CB -4375140157    +16    -3 +734319    998    -83        +416    -66
C05 FF 60377 125800  780 345 2753 +2147483647   +669 +2147483647    +44   10  12  137   +0  271  -16  0  0 B1i F0 -4375140157    +16    -3 +734319    998      0        +212   -603
C06 FF 60377 125800  780 430 1637 +2147483647   -160 +2147483647   +101   16  12  114   -5  211  -21  0  0 B1i E8 -4375140157    +16    -3 +734319    998  17429        +348   -116
C07 FF 60377 125800  780 877 2675 +2147483647   +616 +2147483647     -1   11  12   78   +0  158  -10  0  0 B1i D5 -4375140157    +16    -3 +734319    998    -37        -575    -14
C08 FF 60377 125800  780 221 3470 +2147483647    +67 +2147483647   -237   23  12  206  +21  345   -3  0  0 B1i E9 -4375140157    +16    -3 +734319    998  -2249       +1029   +224
C09 FF 60377 125800  780 383 1791 +2147483647   +645 +2147483647   +110   12  12  126   -5  231  -22  0  0 B1i FB -4375140157    +16    -3 +734319    998  10984        +538   -125
C10 FF 60377 125800  780 730 3115 +2147483647   +195 +2147483647    +27   10  12   82   -1  164  -11  0  0 B1i CC -4375140157    +16    -3 +734319    998    550        -542    -42
C13 FF 60377 125800  780 264 3321 +2147483647    -35 +2147483647     +0   13  12  175  +16  319   +0  0  0 B1i BA -4375140157    +16    -3 +734319    998  -2491        +503  +1651
C16 FF 60377 125800  780 432 1540 +2147483647   +341 +2147483647   +114   10  12  114   -5  209  -22  0  0 B1i E9 -4375140157    +16    -3 +734319    998  19872        +325   -129
J02 FF 60377 125800  780 462 1468 +2147483647   +102 +2147483647    -57    8  81  108   +4  196   -7  0  0 L1C C3 -4375140157    +16    -3 +734319    998 -10404        -109    +44
J03 FF 60377 125800  780 393  453 +2147483647   +118 +2147483647   +205    8  81  123   -5  223  -23  0  0 L1C C5 -4375140157    +16    -3 +734319    998  11328        -163   -219
J04 FF 60377 125800  780 427  364 +2147483647   -156 +2147483647    -47   10  81  115   +2  213  -10  0  0 L1C BF -4375140157    +16    -3 +734319    998  -2259          +0     +0
J07 FF 60377 125800  780 653  732 +2147483647    +18 +2147483647    +19    8  81   86   +0  163  -11  0  0 L1C 9B -4375140157    +16    -3 +734319    998     -3          +0     +0
R05 FF 60377 125800  780 356  132 +2147483647   -363 +2147483647   -351   19  52  134  +29  239  +25  1  0 L1C FE -4375140157    +16    -3 +734319    998      0        -113   +338
R06 FF 60377 125800  780 673 2491 +2147483647   +132 +2147483647   +110   15  52   85   -2  160  -13 -4  0 L1C EC -4375140157    +16    -3 +734319    998      0          +0     +0
R07 FF 60377 125800  780 211 2119 +2147483647   +554 +2147483647   +565   20  52  216  -69  321  -66  5  0 L1C 14 -4375140157    +16    -3 +734319    998      0          +0     +0
R09 FF 60377 125800  780 244 2159 +2147483647    -89 +2147483647    -76   20  52  188  +14  300  -10 -2  0 L1C FC -4375140157    +16    -3 +734319    998      0          +0     +0
R19 FF 60377 125800  780 253  683 +2147483647   +343 +2147483647   +264   20  52  182  -22  268  -38  3  0 L1C 07 -4375140157    +16    -3 +734319    998      0          +0     +0
G05 FF 60377 131400  780 296 3363 +2147483647    +49 +2147483647    +17   21  20  157  +21  273   +6  0  0 L1C C1 -4375140155    +22    -3 +821938    998  -3589        +372    -38
G11 FF 60377 131400  780 195  342 +2147483647   +303 +2147483647   +183   18 137  231  -22  305  -40  0  0 L1C EA -4375140155    +22    -3 +821938    998  28080        +670   -209
G12 FF 60377 131400  780 420 2576 +2147483647    +91 +2147483647    +67   32  26  117   +0  215  -16  0  0 L1C BB -4375140155    +22    -3 +821938    998   -246        -122    -89
G13 FF 60377 131400  780 726  884 +2147483647    +32 +2147483647    +53   23  60   82   +1  147   -9  0  0 L1C 91 -4375140155    +22    -3 +821938    998   6297        -841    -76
G15 FF 60377 131400  780 634 2251 +2147483647    +95 +2147483647   +143   22  24   87   -5  159  -19  0  0 L1C CE -4375140155    +22    -3 +821938    998   3210        -658   -167
G19 FF 60377 131400  780 334 1290 +2147483647   -265 +2147483647   -219   22  96  142  +19  220   +2  0  0 L1C E7 -4375140155    +22    -3 +821938    998  -4516        +121   +198
G20 FF 60377 131400  780 150  103 +2147483647     +6 +2147483647     +1   17  33  296  +61  356   -2  0  0 L1C 7B -4375140155    +22    -3 +821938    998  -4539        +859    -20
G24 FF 60377 131400  780 249 2014 +2147483647    +73 +2147483647    +59   28  87  185  -24  282  -43  0  0 L1C E8 -4375140155    +22    -3 +821938    998   3510        +697    -83
G25 FF 60377 131400  780 186 2825 +2147483647   +150 +2147483647   +173   18  35  242  -28  368  -45  0  0 L1C 09 -4375140155    +22    -3 +821938    998   6810        +429   -199
E02 FF 60377 131400  780 476 2120 +2147483647   -164 +2147483647   -133   19 478  106   +6  189   -4  0  0 *E1 CE -4375140155    +22    -3 +821938    998  -2290          +0     +0
E05 FF 60377 131400  780 424  420 +2147483647   -183 +2147483647   -146   18 478  116  +11  199   +2  0  0 *E1 C9 -4375140155    +22    -3 +821938    998  -3500        -333   +123
E08 FF 60377 131400  780 284 2117 +2147483647   +161 +2147483647   +102   39 478  164  -29  267  -47  0  0 *E1 FD -4375140155    +22    -3 +821938    998   4782          +0     +0
E18 FF 60377 131400  780 559 1081 +2147483647   -161 +2147483647   -144   23 478   94   +6  163   -4  0  0 *E1 C4 -4375140155    +22    -3 +821938    998  -9537          +0     +0
E25 FF 60377 131400  780 217 1562 +2147483647   -172 +2147483647   -166   26 478  210  +36  274   -4  0  0 *E1 E2 -4375140155    +22    -3 +821938    998   1461        +914   +146
E30 FF 60377 131400  780 279 2780 +2147483647   +521 +2147483647   +134   21 476  166   -6  291  -27  0  0 *E1 E4 -4375140155    +22    -3 +821938    998   3013          +0     +0
E34 FF 60377 131400  780 166   26 +2147483647    +28 +2147483647     +7   43 478  269  -34  350  -46  0  0 *E1 A3 -4375140155    +22    -3 +821938    998  10896          +0     +0
C01 FF 60377 131400  780 456  791 +2147483647     +7 +2147483647    +21   19  13  109   +0  188  -14  0  0 B1i B3 -4375140155    +22    -3 +821938    998   -156          +0     +0
C02 FF 60377 131400  780 622 2857 +2147483647   -539 +2147483647   -201   34  13   88   +0  166  -11  0  0 B1i EE -4375140155    +22    -3 +821938    998   -140        -252   +679
C03 FF 60377 131400  780 800  256 +2147483647   -330 +2147483647    +20   19  13   79   +0  148  -10  0  0 B1i B8 -4375140155    +22    -3 +821938    998     47        -613    -44
C04 FF 60377 131400  780 288  833 +2147483647   +388 +2147483647    +30   18  13  161   +0  244  -19  0  0 B1i DD -4375140155    +22    -3 +821938    998    -87        +375    -55
C05 FF 60377 131400  780 345 2755 +2147483647   +723 +2147483647    +94   22  13  137   +0  256  -16  0  0 B1i EE -4375140155    +22    -3 +821938    998      6        +135   +478
C06 FF 60377 131400  780 452 1617 +2147483647   -174 +2147483647    +86   20  13  110   -5  191  -21  0  0 B1i E3 -4375140155    +22    -3 +821938    998  18779        +263   -111
C07 FF 60377 131400  780 847 2263 +2147483647   +641 +2147483647    +16   18  13   78   +0  148  -10  0  0 B1i DD -4375140155    +22    -3 +821938    998   -297        -585    -39
C08 FF 60377 131400  780 200 3487 +2147483647   +162 +2147483647   -142   25  13  226  +22  340   -8  0  0 B1i F4 -4375140155    +22    -3 +821938    998  -1982       +1194   +121
C09 FF 60377 131400  780 401 1773 +2147483647   +600 +2147483647    +66   16  13  121   -5  209  -22  0  0 B1i E1 -4375140155    +22    -3 +821938    998  13355        +447    -89
C10 FF 60377 131400  780 738 2980 +2147483647   +183 +2147483647     +5   21  13   81   +0  153  -11  0  0 B1i BC -4375140155    +22    -3 +821938    998    274        -551    -28
C13 FF 60377 131400  780 240 3340 +2147483647    -92 +2147483647    -56   13  13  191  +18  317   -4  0  0 B1i D3 -4375140155    +22    -3 +821938    998  -2283        +539   -386
C16 FF 60377 131400  780 456 1516 +2147483647   +370 +2147483647   +143   24  13  109   -5  189  -21  0  0 B1i FF -4375140155    +22    -3 +821938    998  20631        +228   -166
J02 FF 60377 131400  780 441 1470 +2147483647    +79 +2147483647    -84   18  81  112   +4  189   -8  0  0 L1C BE -4375140155    +22    -3 +821938    998  -8545         -55    +62
J03 FF 60377 131400  780 413  471 +2147483647    -60 +2147483647    +18   22  81  118   -5  201  -22  0  0 L1C A2 -4375140155    +22    -3 +821938    998   6260        -285    -42
J04 FF 60377 131400  780 417  346 +2147483647    -58 +2147483647    +57   23  81  117   +2  202  -11  0  0 L1C AC -4375140155    +22    -3 +821938    998  -2155          +0     +0
J07 FF 60377 131400  780 653  732 +2147483647    +20 +2147483647    +21   18  81   86   +0  152  -11  0  0 L1C 95 -4375140155    +22    -3 +821938    998     -3          +0     +0
R05 FF 60377 131400  780 271  124 +2147483647   -246 +2147483647   -237   29  54  171  +49  264  +28  1  0 L1C FE -4375140155    +22    -3 +821938    998      0        +231   +217
R06 FF 60377 131400  780 680 2756 +2147483647    +23 +2147483647    +14   36  54   84   +1  150   -8 -4  0 L1C BD -4375140155    +22    -3 +821938    998      0          -4    -27
R07 FF 60377 131400  780 278 2169 +2147483647   +349 +2147483647   +349   38  54  167  -37  264  -52  5  0 L1C 2D -4375140155    +22    -3 +821938    998      0          +0     +0
R09 FF 60377 131400  780 226 2073 +2147483647   -215 +2147483647   -197   30  54  202  +15  289  -14 -2  0 L1C 16 -4375140155    +22    -3 +821938    998      0          +0     +0
R19 FF 60377 131400  780 282  778 +2147483647   +121 +2147483647   +112   20  54  164  -14  235  -31  3  0 L1C EF -4375140155    +22    -3 +821938    998      0          +0     +0
R20 FF 60377 131400  780 167  117 +2147483647   +213 +2147483647   +213   45   0  269  -86  330  -70  0  0 L1C D9 -4375140155    +22   +74 +821938    998      0          +0     +0
G05 FF 60377 133000  780 256 3429 +2147483647     +7 +2147483647    -26   21  20  180  +26  276   +2  0  0 L1C AA -4375140138    +78    -3 +907240    998  -3547        +402    -50
G11 FF 60377 133000  780 216  413 +2147483647   +335 +2147483647   +215   27 137  211  -20  268  -38  0  0 L1C ED -4375140138    +78    -3 +907240    998  28707        +407   -295
G12 FF 60377 133000  780 417 2471 +2147483647    +76 +2147483647    +55   15  26  117   +2  201  -14  0  0 L1C B5 -4375140138    +78    -3 +907240    998   -814        -204   -133
G13 FF 60377 133000  780 695  630 +2147483647     +4 +2147483647    +22   22  60   83   +3  139   -7  0  0 L1C 75 -4375140138    +78    -3 +907240    998  -2210        -930   -100
G15 FF 60377 133000  780 692 2395 +2147483647     +3 +2147483647    +44   37  24   84   -3  143  -15  0  0 L1C A4 -4375140138    +78    -3 +907240    998   2191        -747   -127
G19 FF 60377 133000  780 282 1348 +2147483647   -306 +2147483647   -256   17  96  165  +30  222   +3  0  0 L1C ED -4375140138    +78    -3 +907240    998  -5318        +323   +181
G24 FF 60377 133000  780 284 1957 +2147483647   +169 +2147483647   +152   32  87  163  -21  242  -40  0  0 L1C 01 -4375140138    +78    -3 +907240    998   3828        +504   -231
G25 FF 60377 133000  780 206 2751 +2147483647    +59 +2147483647    +87   23  35  221  -18  328  -38  0  0 L1C E0 -4375140138    +78    -3 +907240    998   1240        +259   -166
E02 FF 60377 133000  780 441 2049 +2147483647   -145 +2147483647   -113   21 479  112   +7  185   -5  0  0 *E1 C0 -4375140138    +78    -3 +907240    998  -2406          +0     +0
E03 FF 60377 133000  780 868 1787 +2147483647    +99 +2147483647    +74   15 479   78   -1  134  -11  0  0 *E1 C1 -4375140138    +78    -3 +907240    998   9498        -962   -152
E05 FF 60377 133000  780 375  371 +2147483647   -188 +2147483647   -152   15 479  128  +15  201   +3  0  0 *E1 C9 -4375140138    +78    -3 +907240    998  -4059        -221    +75
E08 FF 60377 133000  780 336 2136 +2147483647   +311 +2147483647   +250   18 479  141  -20  225  -40  0  0 *E1 DE -4375140138    +78    -3 +907240    998   4453        +184   +235
E18 FF 60377 133000  780 505 1202 +2147483647   -260 +2147483647   -176   19 478  101   +9  160   -2  0  0 *E1 C1 -4375140138    +78    -3 +907240    998 -15272          +0     +0
E25 FF 60377 133000  780 181 1526 +2147483647   -148 +2147483647   -142   13 478  249  +45  267  -10  0  0 *E1 F4 -4375140138    +78    -3 +907240    998   7467       +1051    +69
E34 FF 60377 133000  780 190   75 +2147483647   +160 +2147483647   +140   30 479  238  -32  306  -46  0  0 *E1 C5 -4375140138    +78    -3 +907240    998  16407          +0     +0
C01 FF 60377 133000  780 456  791 +2147483647     +1 +2147483647    +15   16  13  109   +0  175  -14  0  0 B1i A7 -4375140138    +78    -3 +907240    998   -152          +0     +0
C02 FF 60377 133000  780 622 2861 +2147483647   -431 +2147483647    -93   18  13   88   +0  155  -11  0  0 B1i D7 -4375140138    +78    -3 +907240    998   -155         -52    -17
C03 FF 60377 133000  780 800  254 +2147483647   -324 +2147483647    +25   14  13   79   +0  138  -11  0  0 B1i B7 -4375140138    +78    -3 +907240    998     39        -667   -105
C04 FF 60377 133000  780 288  833 +2147483647   +365 +2147483647     +7   16  13  161   +0  225  -19  0  0 B1i C7 -4375140138    +78    -3 +907240    998    -79        +326    -86
C05 FF 60377 133000  780 345 2757 +2147483647   +634 +2147483647     +6   18  13  137   +0  240  -17  0  0 B1i D7 -4375140138    +78    -3 +907240    998     -5        +130   -371
C06 FF 60377 133000  780 477 1598 +2147483647   -178 +2147483647    +83   14  13  105   -5  172  -20  0  0 B1i F6 -4375140138    +78    -3 +907240    998  19774        +127   -161
C07 FF 60377 133000  780 811 2161 +2147483647   +531 +2147483647    -94   31  13   79   +1  138  -10  0  0 B1i D1 -4375140138    +78    -3 +907240    998   -543        -537   +278
C08 FF 60377 133000  780 181 3506 +2147483647   +424 +2147483647   +119   19  13  248  +23  331  -12  0  0 B1i 08 -4375140138    +78    -3 +907240    998  -1681       +1218   -195
C09 FF 60377 133000  780 422 1757 +2147483647   +652 +2147483647   +120   21  13  116   -5  188  -22  0  0 B1i F8 -4375140138    +78    -3 +907240    998  15475        +310   -199
C10 FF 60377 133000  780 737 2838 +2147483647    -70 +2147483647   -248   50  13   81   +0  143  -10  0  0 B1i D3 -4375140138    +78    -3 +907240    998      1         -87   +627
C13 FF 60377 133000  780 218 3360 +2147483647    -84 +2147483647    -48   19  13  209  +19  312   -7  0  0 B1i DF -4375140138    +78    -3 +907240    998  -2037        +917    -20
C16 FF 60377 133000  780 483 1491 +2147483647   +296 +2147483647    +71   11  13  104   -5  169  -20  0  0 B1i EA -4375140138    +78    -3 +907240    998  20990         +91   -149
C22 FF 60377 133000  780 538 3312 +2147483647   -530 +2147483647   -393   36  13   97   +8  169   +0  0  0 B1i E3 -4375140138    +78    -3 +907240    998  -3354          -1   +317
J02 FF 60377 133000  780 421 1467 +2147483647   +106 +2147483647    -62   14  81  116   +5  180   -9  0  0 L1C BC -4375140138    +78    -3 +907240    998  -6471         -20    -15
J03 FF 60377 133000  780 434  490 +2147483647   +103 +2147483647   +173   22  81  114   -5  181  -21  0  0 L1C C4 -4375140138    +78    -3 +907240    998   3579        -373   -252
J04 FF 60377 133000  780 407  331 +2147483647   -150 +2147483647    -30   16  81  120   +2  192  -12  0  0 L1C AA -4375140138    +78    -3 +907240    998  -2032          +0     +0
