CGGTTS GPS DATA FORMAT VERSION = 01
REV DATE = 2004-02018
RECV = Freqtime remote calibration receiver  ver.1.25RTCXO
CH = 12
IMS = 2606825
LAB = ID0057
X = -1817480.29m
Y = +6073152.81m
Z = -701361.23m
FRAME = WGS-84
COMMENT = UTC(IDN)
INT DLY =        0.0 ns
CAB DLY =      399.0 ns
REF DLY =       60.0 ns
REF = EXTERNAL
CKSUM = AA

PRN CL  MJD  STTIME TRKL ELV AZTH   REFSV      SRSV     REFGPS    SRGPS  DSG IOE MDTR SMDT MDIO SMDI CK
 25 FF 60369 153800  780 243 2293    -4900133    +59      -16745    -35  169  37  193   -1  199  -25 63
 12 FF 60369 153800  780 319 1940    +4827074    +11      -16833    -31   86  27  151   +7  155  -15 3B
  5 FF 60369 153800  780 109  200    +1636218    -84      -16872   -156  161  18  413  +34  195  -38 54
 29 FF 60369 153800  780 433 3132    +6059130    +24      -16712    -66  146  62  116  -13  129  -29 5D
 24 FF 60369 153800  780 574 1538    +4394354    -99      -16769   -119  120  93   95   -5   80  -17 63
 13 FF 60369 155400  780 207  232    -6299925    +62      -16826    -22   66  26  224  +72  140  -11 39
 15 FF 60369 155400  780 428 3519    -1327878    -47      -16854   -140  170  23  117  +15  106   -5 68
 11 FF 60369 155400  780 301  994    +5919290   -133      -16777    -63   87  33  159   +5   88   -1 31
 25 FF 60369 155400  780 246 2219    -4900107    -67      -16777   -110  131  37  191   -2  175  -26 62
 12 FF 60369 155400  780 305 1864    +4827138   -105      -16862   -111  129  27  157   +6  138  -18 78
  5 FF 60369 155400  780 102  264    +1636239    -38      -16926    -69  110  18  439  +18  156  -41 45
 29 FF 60369 155400  780 489 3048    +6059071   +174      -16827   +133  268  62  106   -8  103  -23 80
 24 FF 60369 155400  780 623 1413    +4394383    +20      -16849    +27  105  93   90   -3   64  -14 2A
 13 FF 60369 161000  780 141  238    -6299916    +10      -16841   -101  120  27  321 +145  124   -2 42
 15 FF 60369 161000  780 362 3568    -1327994   +106      -16937     -9  110  24  135  +21   99   -8 47
 25 FF 60369 161000  780 250 2147    -4900175    +62      -16861    -25  101  50  188   -3  149  -26 43
 12 FF 60369 161000  780 293 1790    +4827223    -64      -16869   -104  104  30  163   +5  120  -20 4C
 29 FF 60369 161000  780 535 2938    +6059156    -82      -16784   -171  171  63   99   -5   84  -18 60
 24 FF 60369 161000  780 661 1245    +4394413    -38      -16901    -62  103  94   87   -1   53   -2 11
 32 FF 60369 162600  780 150 2340    +6140015    -39      -16860     -3   59  93  306  -76  184  -48 40
 15 FF 60369 162600  780 301   14    -1328050    -54      -16978    -71   79  24  159  +29   89   -3 14
 11 FF 60369 162600  780 261 1159    +5919501    -29      -16883   +112  128  34  181  +19   95   +5 53
 25 FF 60369 162600  780 256 2075    -4900179    -84      -16878    -69  110  50  184   -5  123  -27 61
 12 FF 60369 162600  780 285 1717    +4827231    -54      -16894     +1   76  30  167   +3   99  -22 24
  5 FF 60369 162600  780 102  396    +1636411    +38      -16783    +75   82  19  437  -18  134   +0 1B
 24 FF 60369 162600  780 679 1033    +4394509   -126      -16857    -46   85  14   86   +0   52   +0 24
 32 FF 60369 164200  780 184 2402    +6140008    -20      -16849    -40   80  93  251  -41  142  -39 3F
 15 FF 60369 164200  780 244   59    -1328036    -46      -16890   -122  132  24  192  +41   98  +11 36
 11 FF 60369 164200  780 228 1230    +5919652   -138      -16789    -55  105  34  205  +32  102   +8 5A
 25 FF 60369 164200  780 266 2005    -4900207    +11      -16861    -34   61  50  178   -7   97  -20 22
 18 FF 60369 164200  780 182 3420    +5660362    +51      -16883    +93  119   5  254  -85  113  -15 50
 12 FF 60369 164200  780 280 1643    +4827267    -33      -16858    -33  104  30  169   +1   91   +0 22
  5 FF 60369 164200  780 108  464    +1636388    +25      -16811     +1   62  19  415  -28  132   -2 FE
 29 FF 60369 164200  780 582 2646    +6059122    -54      -16791   -100  122  63   94   +0   57   -1 29
 24 FF 60369 164200  780 667  813    +4394537    -49      -16876    -30   74  14   87   +1   53   +0 04
 32 FF 60369 165800  780 211 2472    +6140065    -71      -16795    -27  102  93  221  -23  108  -22 54
 15 FF 60369 165800  780 192  105    -1328074    +41      -16877    +26   74  24  240  +60  110  +12 2A
 11 FF 60369 165800  780 188 1291    +5919757   -115      -16844    +35   83  34  246  +56  111  +10 6B
 25 FF 60369 165800  780 279 1935    -4900220     -7      -16876     +8   72  50  170   -8   92   -2 05
 18 FF 60369 165800  780 246 3437    +5660439    -94      -16894     +8   83   5  191  -49   98  -14 47
 12 FF 60369 165800  780 279 1569    +4827300     -7      -16873    +55   94  30  170   +0   92   +0 0C
  5 FF 60369 165800  780 117  533    +1636401    +49      -16802    +93  124  19  386  -31  130   -2 23
 29 FF 60369 165800  780 577 2487    +6059042    +60      -16824    +80  160  63   94   +1   57   +0 25
 24 FF 60369 165800  780 630  632    +4394605   -101      -16854    -12   69  14   89   +4   54   +2 09
 32 FF 60369 171400  780 230 2548    +6140104    -36      -16768     +0   65  93  204  -12  102   -3 12
 15 FF 60369 171400  780 146  152    -1328135   +159      -16870   +138  159  24  313  +93  122  +12 67
 11 FF 60369 171400  780 141 1342    +5919846    -51      -16843    +89  106  34  321 +110  123  +13 5F
 25 FF 60369 171400  780 295 1864    -4900207    -87      -16824    -76  108  50  162   -9   89   -3 43
 18 FF 60369 171400  780 315 3448    +5660517    -92      -16867    +11  108   5  153  -31   85  -12 41
 12 FF 60369 171400  780 280 1494    +4827319   -139      -16834    -80  108  30  170   -1   91   -1 38
  5 FF 60369 171400  780 127  603    +1636382   +122      -16807   +163  215  19  356  -29  127   -3 4A
 29 FF 60369 171400  780 555 2342    +6058985   +160      -16869   +171  165  63   97   +3   58   +1 56
 24 FF 60369 171400  780 574  503    +4394677   -136      -16780    -59   75  14   95   +6   57   +3 20
 32 FF 60369 173000  780 240 2628    +6140129    -48      -16787   -133  126  93  195   -5   99   -1 4A
 25 FF 60369 173000  780 315 1793    -4900222    +27      -16828    -85   93  50  152   -9   85   -3 22
 18 FF 60369 173000  780 388 3454    +5660582    -67      -16877    -90  120   5  127  -21   74  -10 4A
 12 FF 60369 173000  780 283 1417    +4827347   -110      -16869   -174  183  30  168   -2   91   +0 4E
  5 FF 60369 173000  780 138  675    +1636494    -51      -16738   -131  151  19  329  -24  124   -3 41
 29 FF 60369 173000  780 522 2216    +6059011    +10      -16838    -94  102  63  101   +5   61   +2 0D
 24 FF 60369 173000  780 508  416    +4394735    -86      -16809   -125  117  14  103  +10   62   +5 35
 32 FF 60369 174600  780 243 2710    +6140147     -3      -16810    +42   68  93  193   +1   99   +0 FD
 28 FF 60369 174600  780 153 2141    +1478972   -103      -16935    +63   85  48  300 -120  120  -16 6E
 25 FF 60369 174600  780 339 1720    -4900238    +80      -16887   +103  113  50  143   -9   81   -4 3B
 18 FF 60369 174600  780 465 3451    +5660640     +1      -16951   +113  122   5  110  -14   66   -8 1E
 12 FF 60369 174600  780 287 1337    +4827415   -120      -16861    -56   90  30  166   -1   90   +0 27
  5 FF 60369 174600  780 148  749    +1636546    -45      -16752     +4  105  19  308  -18  121   -2 20
 29 FF 60369 174600  780 482 2110    +6059018     -6      -16877    +21   58  63  107   +7   64   +3 0D
 24 FF 60369 174600  780 438  359    +4394812   -161      -16813    -65   86  14  115  +15   68   +8 3E
 32 FF 60369 180200  780 239 2791    +6140115     -6      -16809    +29   52  94  196   +5  100   +1 10
 23 FF 60369 180200  780 127 3492    -1668206   +261      -16897   +195  194  47  357  -82  127   -8 91
 28 FF 60369 180200  780 215 2155    +1479111   -250      -16851    -97  108  49  217  -62  105  -14 70
 25 FF 60369 180200  780 365 1644    -4900238   +112      -16828   +124  149  51  134   -8   78   -4 51
 18 FF 60369 180200  780 544 3439    +5660769   -110      -16845    -12   51   6   98  -10   59   -5 28
 12 FF 60369 180200  780 292 1256    +4827413    +45      -16851   +103  104  34  163   -1   89   +0 29
  5 FF 60369 180200  780 156  824    +1636508    -31      -16749     +7   72  20  294  -11  119   -1 02
 29 FF 60369 180200  780 440 2018    +6059032    -38      -16801    -27   59  64  115   +9   68   +5 1C
 24 FF 60369 180200  780 366  321    +4394835     -2      -16822    +76  104  25  133  +23   77  +10 1C
 32 FF 60369 181800  780 229 2871    +6140129    -79      -16857     +4   65  94  204  +10  102   +2 29
 23 FF 60369 181800  780 160 3547    -1668329   +283      -17009   +258  246  47  287  -62  118   -9 91
 28 FF 60369 181800  780 278 2180    +1479253    -99      -16909    +95   96  49  171  -36   92  -12 69
 25 FF 60369 181800  780 393 1563    -4900268   +119      -16892   +169  168  51  126   -8   74   -3 6A
 18 FF 60369 181800  780 626 3410    +5660854   -100      -16909    +42   69   6   90   -6   54   -4 11
 12 FF 60369 181800  780 295 1172    +4827495    -91      -16875     +6  102  34  162   +0   89   +0 1F
  5 FF 60369 181800  780 160  899    +1636505    -34      -16836    +44   76  20  287   -2  118   +0 10
 29 FF 60369 181800  780 398 1937    +6059024    -42      -16872     +9   55  64  125  +11   73   +5 2C
 24 FF 60369 181800  780 295  298    +4394857     +6      -16923   +120  122  25  161  +36   89  +13 4A
 32 FF 60369 183400  780 216 2949    +6140175    +32      -16867    +74   94  94  216  +14  105   +3 42
 23 FF 60369 183400  780 198    2    -1668400    +23      -17016    -37  120  47  234  -47  109   -9 14
 28 FF 60369 183400  780 340 2219    +1479356   -322      -16976   -166  161  49  143  -22   81   -9 75
 25 FF 60369 183400  780 421 1476    -4900267   +111      -16947   +121  141  51  119   -6   70   -3 42
 18 FF 60369 183400  780 709 3347    +5660935   -104      -16946     +0   53   6   84   -4   52   -1 FE
 12 FF 60369 183400  780 295 1086    +4827539    -78      -16908    -19   62  34  162   +0   89   +0 2D
  5 FF 60369 183400  780 158  975    +1636497    +29      -16898    +66   83  20  290   +7  118   +1 24
 29 FF 60369 183400  780 357 1863    +6058978    +69      -16949    +82  124  64  136  +13   79   +5 68
 24 FF 60369 183400  780 226  285    +4394891    -88      -16987    -10  127  25  207  +61  102  +15 5A
 32 FF 60369 185000  780 200 3023    +6140224    -29      -16897     -7   58  94  232  +18  108   +3 22
 23 FF 60369 185000  780 242   57    -1668448   +109      -17053    +37   76  47  195  -35   99  -10 3F
 28 FF 60369 185000  780 398 2274    +1479512   -252      -16987   -108  261  49  125  -15   73   -7 7D
 25 FF 60369 185000  780 448 1380    -4900294    +36      -17002    +32   65  51  113   -5   67   -2 0C
 18 FF 60369 185000  780 786 3189    +5661016    -46      -17006    +39   50   6   81   -1   50   +0 F3
 12 FF 60369 185000  780 291 1000    +4827609    -60      -16939    -17   61  34  164   +3   89   +1 15
  5 FF 60369 185000  780 151 1049    +1636566    -91      -16883    -68  108  20  303  +21  120   +2 2F
 29 FF 60369 185000  780 320 1794    +6058977    +89      -16981    +89   89  64  150  +15   84   +6 58
 24 FF 60369 185000  780 159  282    +4394885    +53      -17090   +121  249  25  288 +119  118  +17 81
 32 FF 60369 190600  780 184 3095    +6140226    -38      -16938   -106  139  94  251  +21  112   +3 5C
 31 FF 60369 190600  780 179 2216    +2278852     -3      -17051    -89  121  21  259  -79  113  -14 54
 23 FF 60369 190600  780 290  112    -1668504    +92      -17055    -75  105  47  165  -26   90   -9 31
 28 FF 60369 190600  780 451 2349    +1479660    -95      -16994    -48   77  49  113   -9   67   -5 48
 25 FF 60369 190600  780 472 1275    -4900290   -100      -17016   -198  235  51  109   -3   65   -2 48
 18 FF 60369 190600  780 833 2677    +5661075    -99      -17026   -100   98   6   80   +0   50   +0 0D
 12 FF 60369 190600  780 282  913    +4827627     -2      -16956    -51   68  34  168   +7   91   +2 05
  5 FF 60369 190600  780 137 1120    +1636495    +41      -16970    -27  118  20  332  +41  124   +4 28
 29 FF 60369 190600  780 286 1726    +6058989    -26      -16988   -117  118  64  166  +17   90   +5 7B
 32 FF 60369 192200  780 169 3165    +6140192    +78      -16980   +134  132  94  272  +22  116   +3 5C
 31 FF 60369 192200  780 233 2257    +2278876    -87      -17023    -46  231  21  202  -44  101  -11 50
 23 FF 60369 192200  780 341  171    -1668582    +41      -17046     -4   88  47  142  -20   81   -8 07
 28 FF 60369 192200  780 494 2447    +1479797    -12      -17003   +154  164  49  105   -6   63   -3 4B
 25 FF 60369 192200  780 488 1159    -4900308   +150      -17042   +177  163  51  106   -2   63   -1 44
 18 FF 60369 192200  780 793 2122    +5661146   -157      -17024    -36   75   6   81   +1   50   +0 FE
 10 FF 60369 192200  780 129 3453      -10395    -16      -17038    +30   95  58  354 -128  127  -13 38
 12 FF 60369 192200  780 267  829    +4827688   -107      -16951    -30   60  34  177  +11   94   +3 38
  5 FF 60369 192200  780 116 1188    +1636494    +29      -17004    +81  100  20  388  +80  130   +7 2E
 29 FF 60369 192200  780 257 1660    +6058909     -8      -17080    +22  131  64  183  +18   96   +5 36
 32 FF 60369 193800  780 156 3233    +6140199    +40      -17010   +121  131  94  294  +21  119   +3 49
 31 FF 60369 193800  780 283 2310    +2278882    -72      -17042     +0  103  21  168  -26   91   -9 26
 23 FF 60369 193800  780 396  235    -1668638    +71      -17073    +57   77  47  125  -15   73   -7 37
 28 FF 60369 193800  780 523 2567    +1479929   -109      -17022    +91   95  49  101   -3   60   -1 3A
 25 FF 60369 193800  780 495 1036    -4900268     -3      -17014    +54   93  51  105   +0   63   +0 FA
 18 FF 60369 193800  780 719 1939    +5661232   -130      -17061    +13   87   6   84   +3   51   +1 09
 10 FF 60369 193800  780 178 3492      -10411   -204      -17053   -133  158  58  259  -75  114  -13 5E
 12 FF 60369 193800  780 244  748    +4827592   +184      -17079   +292  273  34  192  +19   98   +5 72
 29 FF 60369 193800  780 232 1594    +6058946    +69      -17056   +129  133  64  202  +19  101   +5 6B
 32 FF 60369 195400  780 146 3299    +6140222    +44      -17018    +70   97  94  313  +17  122   +2 35
 31 FF 60369 195400  780 328 2377    +2278919    -30      -17035    -34   97  21  147  -17   83   -6 3E
 26 FF 60369 195400  780 160 2107    -1848271   -141      -17051   -107  112  39  287  -98  118  -15 8A
 23 FF 60369 195400  780 452  309    -1668730    +47      -17064    -39   82  47  112  -11   67   -5 23
 28 FF 60369 195400  780 536 2703    +1480036   -130      -17079     +3  155  49   99   +0   60   +0 15
 25 FF 60369 195400  780 489  911    -4900305    +66      -17052    +58   68  51  106   +2   63   +1 07
 18 FF 60369 195400  780 640 1856    +5661302   -102      -17076    -27   72   6   89   +6   54   +3 0F
 10 FF 60369 195400  780 234 3529      -10369    -44      -17058    -29   67  58  201  -48  101  -12 2A
 12 FF 60369 195400  780 215  673    +4827690    -46      -17076     -9   75  34  216  +31  105   +7 22
 29 FF 60369 195400  780 210 1528    +6058944     +5      -17065     +9   83  64  221  +19  106   +4 1C
 32 FF 60369 201000  780 140 3364    +6140213    +96      -17080   +157  149  98  326   +9  123   +1 3B
 31 FF 60369 201000  780 365 2458    +2278901    -35      -17093    +12   71  76  134  -10   77   -4 21
 26 FF 60369 201000  780 218 2086    -1848199   -118      -17060    -34  111  40  214  -56  104  -13 60
 23 FF 60369 201000  780 507  398    -1668810    +43      -17100     +2   68  48  103   -7   62   -4 E6
 28 FF 60369 201000  780 529 2841    +1480142   -443      -17084   -265  308  50  100   +2   60   +0 30
 25 FF 60369 201000  780 469  792    -4900299    +14      -17072    +51   63  55  109   +4   65   +2 03
 18 FF 60369 201000  780 563 1803    +5661341    +11      -17125   +136  142   7   96   +8   58   +4 09
 10 FF 60369 201000  780 294 3564      -10366    +76      -17098   +127  135  81  163  -32   89  -11 36
 12 FF 60369 201000  780 180  605    +4827698    -59      -17139    +21   81  35  256  +54  113   +9 2A
 29 FF 60369 201000  780 193 1461    +6058974    -79      -17034    -40   87  65  239  +18  110   +3 42
 32 FF 60369 202600  780 138 3429    +6140244     +0      -17099    +18   82  98  330   -2  124   +0 08
 31 FF 60369 202600  780 392 2551    +2278869    +80      -17132    +84  105  76  126   -5   74   -3 2F
 26 FF 60369 202600  780 280 2071    -1848143   -122      -17082    -76   96  40  170  -36   92  -12 4A
 23 FF 60369 202600  780 557  510    -1668867    +92      -17112    +10   81  48   97   -5   58   -3 FF
 28 FF 60369 202600  780 507 2970    +1480302   -208      -17087    -74   95  50  103   +4   62   +2 20
 25 FF 60369 202600  780 437  685    -4900361    -74      -17131    -83  183  55  115   +8   68   +4 20
 18 FF 60369 202600  780 490 1761    +5661447    -81      -17130     +0   66   7  106  +11   63   +6 F9
 10 FF 60369 202600  780 359 3597      -10406    +88      -17152    +98  119  81  136  -22   78  -10 2F
 12 FF 60369 202600  780 139  545    +4827706    +88      -17172   +124  164  35  327 +102  124  +12 66
 29 FF 60369 202600  780 180 1392    +6058945    +54      -17089    +46  121  65  257  +16  113   +3 51
 32 FF 60369 204200  780 141 3492    +6140215    +22      -17112     +1   99  98  323  -12  123   -1 09
 31 FF 60369 204200  780 407 2654    +2278925    +96      -17072    +58   76  76  122   -1   72   +0 1A
 26 FF 60369 204200  780 346 2063    -1848115    -94      -17060    -93  143  40  141  -25   80  -10 3E
 23 FF 60369 204200  780 595  652    -1668939    +35      -17072    -87  130  48   93   -2   56   -1 18
 28 FF 60369 204200  780 473 3083    +1480401   -186      -17108    -99  251  50  108   +7   65   +3 38
 25 FF 60369 204200  780 395  594    -4900335   +141      -17087    +91  146  55  125  +13   73   +6 3B
 18 FF 60369 204200  780 420 1722    +5661526    -53      -17121    -15   83   7  119  +16   70   +8 0A
 10 FF 60369 204200  780 429   32      -10370    -48      -17114    -81  123  81  117  -16   69   -8 E2
 29 FF 60369 204200  780 169 1323    +6058954   -120      -17064   -169  183  65  272  +14  131  +33 83
 32 FF 60369 205800  780 149 3555    +6140226   +107      -17135    -29   92  98  306  -21  121   -2 48
 31 FF 60369 205800  780 409 2761    +2278879    +82      -17117    -62   70  76  122   +0   72   +0 19
 26 FF 60369 205800  780 415 2064    -1848043   -122      -17080   -228  198  40  120  -17   71   -8 5C
 23 FF 60369 205800  780 614  822    -1669051   +186      -17128    -41   61  48   91   +0   57   +9 0B
 28 FF 60369 205800  780 431 3179    +1480535   -197      -17154   -210  229  50  117   +9   69   +5 58
 25 FF 60369 205800  780 344  519    -4900364    +54      -17103   -100  106  55  141  +20   89  +29 40
 18 FF 60369 205800  780 355 1684    +5661606     -2      -17141    -69  112   7  137  +21   82  +27 2C
 10 FF 60369 205800  780 504   69      -10354   -120      -17127   -264  241  81  104  -11   62   -5 FB
 29 FF 60369 205800  780 161 1253    +6058962    -39      -17073   -194  193  65  285  +13  163  +33 83
 32 FF 60369 211400  780 163   18    +6140298    -50      -17127    -88  107  98  282  -27  130  +30 37
 31 FF 60369 211400  780 400 2867    +2278916    -34      -17124    -91  140  76  124   +4   73   +7 23
 26 FF 60369 211400  780 487 2077    -1848034     +2      -17106     -8   55  40  106  -12   72   +7 FD
 23 FF 60369 211400  780 609 1001    -1669120    +53      -17135    -90   96  48   91   +1   70  +14 06
 28 FF 60369 211400  780 387 3262    +1480648   -154      -17159    -80  134  50  128  +13   76  +19 67
 25 FF 60369 211400  780 288  460    -4900339     -6      -17111    -76  129  55  165  +32  121  +38 38
 18 FF 60369 211400  780 295 1644    +5661671   -152      -17145   -131  186   7  161  +29  115  +37 74
 10 FF 60369 211400  780 581  116      -10369    +30      -17138    -23   89  81   94   -8   67   +8 CF
 16 FF 60369 211400  780 173 2098    +3516283    +55      -17092    -87   88  80  268  -92  119   +5 53
 29 FF 60369 211400  780 154 1181    +6058920   +133      -17149    +65  101  65  298  +12  195  +33 6D
 32 FF 60369 213000  780 181   81    +6140277   -191      -17225    -75  104  98  255  -28  157  +26 4F
 31 FF 60369 213000  780 381 2967    +2278845    +59      -17235   +162  154  76  129   +6   90  +21 57
 26 FF 60369 213000  780 562 2107    -1848021    +26      -17195   +166  155  40   96   -8   79   +6 30
 23 FF 60369 213000  780 579 1158    -1669169    -25      -17194     -7   72  48   94   +4   85  +17 21
 28 FF 60369 213000  780 341 3336    +1480824   -179      -17201    +55   75  50  142  +17  102  +28 4E
 25 FF 60369 213000  780 228  414    -4900369   +147      -17191   +235  262  55  205  +53  163  +49 6D
 18 FF 60369 213000  780 240 1603    +5661737   -222      -17216    -47  116   7  195  +41  155  +45 56
 10 FF 60369 213000  780 660  184      -10369     +5      -17234   +111  123  81   87   -5   75   +8 CE
 16 FF 60369 213000  780 234 2091    +3516217    +70      -17165    +87  131  80  200  -52  129   +7 37
 29 FF 60369 213000  780 147 1109    +6058911   +107      -17160   +201  185  65  310  +13  228  +34 6B
 32 FF 60369 214600  780 204  145    +6140272    +11      -17253   +121  179  98  228  -27  180  +20 4B
 31 FF 60369 214600  780 355 3061    +2278855    +74      -17257   +166  234  76  137   +9  112  +24 66
 26 FF 60369 214600  780 636 2166    -1847971    -13      -17220   +121  128  40   89   -5   85   +7 32
 23 FF 60369 214600  780 531 1278    -1669279    +59      -17205    +72   95  48  100   +7  103  +21 3D
 28 FF 60369 214600  780 297 3403    +1480933    -78      -17200   +146  139  50  161  +21  132  +33 65
 25 FF 60369 214600  780 166  380    -4900357    -61      -17204    +17  109  55  275 +102  217  +64 59
 18 FF 60369 214600  780 190 1560    +5661828    -72      -17238   +100  154   7  242  +59  202  +52 5A
 10 FF 60369 214600  780 736  310      -10337    -33      -17216    +67   94  81   83   -3   84   +9 CA
 16 FF 60369 214600  780 299 2094    +3516119    +32      -17189    +36   75  80  160  -33  134   +2 3D
 29 FF 60369 214600  780 140 1035    +6058918    +84      -17178   +171  152  65  324  +17  261  +35 74
 27 FF 60369 214600  780 116 2185      +82199    -45      -17177    +76  144  51  391  -87  138  +23 4F
 32 FF 60369 220200  780 232  210    +6140337    -22      -17261   +145  138  99  202  -24  197  +14 45
 31 FF 60369 220200  780 324 3147    +2278897    +77      -17269   +229  237  77  148  +13  137  +28 88
 26 FF 60369 220200  780 706 2283    -1847955    -73      -17300   +121  125  50   85   -3   93   +9 29
 23 FF 60369 220200  780 472 1363    -1669345   +152      -17277   +214  213  49  109  +11  127  +27 79
 28 FF 60369 220200  780 256 3466    +1481054   -163      -17297   +121  122  51  184  +27  167  +39 83
 18 FF 60369 220200  780 146 1513    +5661922    -41      -17299   +192  180   8  313  +90  256  +59 65
 10 FF 60369 220200  780 795  606      -10341    +16      -17281   +171  156  82   81   +0   94  +10 EA
 16 FF 60369 220200  780 367 2106    +3516071    -64      -17241     +0  111  82  134  -22  135   +0 13
 29 FF 60369 220200  780 132  962    +6058907   -139      -17238     +4   91  66  344  +24  297  +38 4E
 27 FF 60369 220200  780 144 2129      +82160    +58      -17274   +240  210  52  317  -66  198  +20 3D
 32 FF 60369 221800  780 262  277    +6140381    -50      -17242    -11   79  99  180  -21  208  +10 30
 31 FF 60369 221800  780 293 3227    +2278865   +107      -17311   +126  169  77  163  +16  167  +32 8A
 26 FF 60369 221800  780 758 2518    -1847905    -82      -17273    -24  102  50   82   -1  103  +10 36
 23 FF 60369 221800  780 407 1421    -1669414   +172      -17274   +103  128  49  122  +17  157  +35 7A
 28 FF 60369 221800  780 218 3526    +1481162   -103      -17323    +46   97  51  213  +33  207  +44 53
 10 FF 60369 221800  780 795 1114      -10320    -39      -17273    -15  128  82   81   +0  105  +12 FA
 16 FF 60369 221800  780 436 2133    +3515923    +47      -17259    -23  137  82  116  -15  136   +0 46
 29 FF 60369 221800  780 121  890    +6058867    +55      -17275    +61   82  66  374  +38  335  +42 53
 27 FF 60369 221800  780 177 2075      +82223    -12      -17274    +32   76  52  261  -51  215  +14 1C
 32 FF 60369 223400  780 295  348    +6140334   -155      -17315   -249  246  99  162  -17  216   +6 6A
 31 FF 60369 223400  780 261 3301    +2278886    +12      -17304    -94  125  77  181  +20  201  +37 4F
 26 FF 60369 223400  780 768 2887    -1847846    -61      -17293   -125  126  50   82   +0  114  +12 5A
 23 FF 60369 223400  780 340 1458    -1669490    +14      -17283   -174  162  49  142  +25  196  +45 7A
 28 FF 60369 223400  780 185 3586    +1481290   -155      -17310   -128  126  51  249  +40  252  +49 87
 10 FF 60369 223400  780 735 1405      -10334    +49      -17280    -52   80  82   83   +3  118  +15 F1
 16 FF 60369 223400  780 506 2179    +3515838    +80      -17302   -110  125  82  103  -10  137   +1 46
 27 FF 60369 223400  780 215 2023      +82206   +118      -17336    +42   67  52  217  -39  225   +7 1C
 32 FF 60369 225000  780 329  424    +6140355    -82      -17312    -37  121  99  147  -13  221   +4 2C
 31 FF 60369 225000  780 232 3372    +2278874    +42      -17319    +71   97  77  202  +23  238  +41 4C
 26 FF 60369 225000  780 728 3185    -1847823    -77      -17316     -5   63  50   83   +2  126  +14 1F
 23 FF 60369 225000  780 273 1480    -1669594    +94      -17336    +35   73  49  173  +40  244  +56 5C
 28 FF 60369 225000  780 157   46    +1481430    -47      -17352   +110  124  51  291  +46  301  +52 35
 10 FF 60369 225000  780 658 1519      -10327    +77      -17332   +106  117  82   87   +5  134  +19 21
 16 FF 60369 225000  780 572 2253    +3515775    +80      -17309    +19   56  82   95   -6  139   +3 23
 27 FF 60369 225000  780 258 1973      +82276    -96      -17296    -39   71  52  183  -31  230   +1 24
 32 FF 60369 230600  780 362  507    +6140411     -6      -17273    -17   67  99  135  -10  225   +3 0C
 31 FF 60369 230600  780 205 3440    +2278890    -16      -17307    -39  103  77  226  +26  279  +43 62
 26 FF 60369 230600  780 664 3348    -1847801    +62      -17310    +81   85  50   87   +4  142  +18 2D
 23 FF 60369 230600  780 207 1490    -1669645   +162      -17308    +54   80  49  224  +69  305  +69 6D
 28 FF 60369 230600  780 134  107    +1481530   -229      -17330   -119  129  51  338  +50  352  +54 64
 21 FF 60369 230600  780 104 2588    -1331053    +34      -17229    +22   55  38  429  -31  286  +29 48
 10 FF 60369 230600  780 577 1568      -10300    -49      -17314    -67  104  82   94   +8  156  +26 16
 16 FF 60369 230600  780 630 2373    +3515669     +1      -17309   -110  131  82   90   -4  144   +6 1A
 27 FF 60369 230600  780 305 1924      +82304    -72      -17300    -68   79  52  157  -24  229   -2 17
 32 FF 60369 232200  780 392  598    +6140399   -224      -17302    -75  154  99  126   -7  229   +4 4D
 31 FF 60369 232200  780 183 3507    +2278890    -59      -17336    +75  122  77  252  +27  323  +45 69
 26 FF 60369 232200  780 591 3442    -1847726    -23      -17306   +151  134  50   93   +7  163  +24 48
 23 FF 60369 232200  780 143 1490    -1669757    +59      -17316   +111  122  49  317 +138  378  +82 8E
 28 FF 60369 232200  780 116  168    +1481682    -67      -17308   +201  178  51  387  +48  403  +53 67
 21 FF 60369 232200  780 112 2519    -1331050    -90      -17272    +58   88  38  402  -26  314  +28 3F
 10 FF 60369 232200  780 497 1588      -10322     -3      -17320   +141  141  82  104  +12  185  +34 1A
 16 FF 60369 232200  780 671 2552    +3515596   +183      -17300   +231  213  82   87   -1  151   +8 43
 27 FF 60369 232200  780 358 1874      +82349   -110      -17316    +58   80  52  136  -18  226   -5 2F
 32 FF 60369 233800  780 415  698    +6140438    +12      -17311    +21   49  99  120   -4  234   +6 11
 31 FF 60369 233800  780 165 3573    +2278919    -40      -17314    -45   95  77  278  +25  367  +45 6D
 26 FF 60369 233800  780 518 3505    -1847698    -39      -17349     -7   72  50  101  +10  190  +31 45
 28 FF 60369 233800  780 104  230    +1481850    -63      -17352    +59   87  51  429  +38  453  +49 49
 21 FF 60369 233800  780 120 2450    -1330985    -42      -17223    -38   80  38  378  -24  340  +26 47
 10 FF 60369 233800  780 420 1593      -10328   -144      -17360   -146  152  82  119  +18  222  +43 4C
  8 FF 60369 233800  780 144 2095     -209412   +259      -17279    -48   65   5  319 -114  348   -5 3F
 16 FF 60369 233800  780 682 2780    +3515497   +151      -17373    +53   67  82   86   +0  161  +12 45
 27 FF 60369 233800  780 415 1824      +82401    -38      -17296    -17   86  52  120  -14  220   -6 13
 32 FF 60369 235400  780 429  806    +6140473    -36      -17259    -70   78  99  117   -1  242  +10 32
